,Clustering Coefficient,Alive Clustering Coefficient,Average Path Length,Alive Average Path Length,Degree,Alive Degree,Unprocessed Messages,Alive Unprocessed Messages,Average Message Latency,Alive Average Message Latency,Partitions,Alive Partitions,Pollution,Alive Agents
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1000
1,0.0,0.0,1.998,1.998,2.5080000000000005,2.5080000000000005,250,250,0.0,0.0,0,0,0.0,1000
2,2.4071492332226715e-05,2.4071492332226715e-05,1.997991991991992,1.997991991991992,3.201999999999998,3.201999999999998,500,500,0.0,0.0,0,0,0.0,1000
3,0.6275119630772715,0.6275119630772715,1.9577777777777778,1.9577777777777778,43.37999999999993,43.37999999999993,500,500,0.0,0.0,1,1,0.0,1000
4,0.4991384546909734,0.4991384546909734,1.9084224224224224,1.9084224224224224,92.8799999999999,92.8799999999999,500,500,0.0,0.0,1,1,0.0,1000
5,0.40700372495438003,0.40700372495438003,1.858970970970971,1.858970970970971,142.38000000000005,142.38000000000005,500,500,0.08941666666666666,0.08941666666666666,1,1,0.0,1000
6,0.3449593419419669,0.3449593419419669,1.8095755755755756,1.8095755755755756,191.87799999999982,191.87799999999982,500,500,0.07533211233211233,0.07533211233211233,1,1,0.0,1000
7,0.3445118326548832,0.3445118326548832,1.8097457457457458,1.8097457457457458,200.14999999999972,200.14999999999972,743,743,0.26207085137085134,0.26207085137085134,1,1,0.0,1000
8,0.3458404470292939,0.3458404470292939,1.8116336336336336,1.8116336336336336,201.43800000000027,201.43800000000027,992,992,0.2797607142857143,0.2797607142857143,1,1,0.0,1000
9,0.3444195986234967,0.3444195986234967,1.8124444444444445,1.8124444444444445,201.62199999999982,201.62199999999982,998,998,0.317765873015873,0.317765873015873,1,1,0.0,1000
10,0.34416281653492947,0.34416281653492947,1.8131671671671672,1.8131671671671672,201.6140000000003,201.6140000000003,998,998,0.3114146825396825,0.3114146825396825,1,1,0.0,1000
11,0.34417639949998036,0.34417639949998036,1.813053053053053,1.813053053053053,201.6540000000001,201.6540000000001,994,994,0.2714085137085137,0.2714085137085137,1,1,0.0,1000
12,0.34414305804325607,0.34414305804325607,1.813063063063063,1.813063063063063,201.62599999999995,201.62599999999995,992,992,0.27651713564213565,0.27651713564213565,1,1,0.0,1000
13,0.31504322794655987,0.31504322794655987,1.810976976976977,1.810976976976977,201.81400000000014,201.81400000000014,994,994,0.31124444444444443,0.31124444444444443,1,1,0.0,1000
14,0.3025381489971752,0.3025381489971752,1.8105805805805806,1.8105805805805806,201.82799999999972,201.82799999999972,997,997,0.3014944444444444,0.3014944444444444,1,1,0.0,1000
15,0.2951835722014998,0.2951835722014998,1.8103203203203204,1.8103203203203204,201.74599999999987,201.74599999999987,997,997,0.2721025974025974,0.2721025974025974,1,1,0.0,1000
16,0.29507115661018285,0.29507115661018285,1.8103043043043043,1.8103043043043043,201.71799999999982,201.71799999999982,997,997,0.27385952380952383,0.27385952380952383,1,1,0.0,1000
17,0.2758563429285418,0.2758563429285418,1.8099399399399398,1.8099399399399398,201.8100000000006,201.8100000000006,997,997,0.28637034632034636,0.28637034632034636,1,1,0.0,1000
18,0.2651573976662371,0.2651573976662371,1.8099099099099099,1.8099099099099099,201.83000000000027,201.83000000000027,995,995,0.278893253968254,0.278893253968254,1,1,0.0,1000
19,0.2615088359999867,0.2615088359999867,1.8099099099099099,1.8099099099099099,201.81799999999978,201.81799999999978,995,995,0.27265158730158734,0.27265158730158734,1,1,0.0,1000
20,0.2615088359999867,0.2615088359999867,1.8099099099099099,1.8099099099099099,201.80800000000033,201.80800000000033,996,996,0.27226453823953817,0.27226453823953817,1,1,0.0,1000
21,0.25737298877033354,0.25737298877033354,1.8099099099099099,1.8099099099099099,201.83799999999994,201.83799999999994,998,998,0.2749343434343434,0.2749343434343434,1,1,0.0,1000
22,0.2555608206665729,0.2555608206665729,1.8099099099099099,1.8099099099099099,201.84799999999998,201.84799999999998,996,996,0.27149884004884006,0.27149884004884006,1,1,0.0,1000
23,0.25538671217585357,0.25538671217585357,1.8099099099099099,1.8099099099099099,201.84599999999978,201.84599999999978,995,995,0.27478280885780887,0.27478280885780887,1,1,0.0,1000
24,0.25538671217585357,0.25538671217585357,1.8099099099099099,1.8099099099099099,201.8439999999996,201.8439999999996,995,995,0.2737981240981241,0.2737981240981241,1,1,0.0,1000
25,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84000000000015,201.84000000000015,993,993,0.27104960317460314,0.27104960317460314,1,1,0.0,1000
26,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84000000000017,201.84000000000017,993,993,0.27182864357864356,0.27182864357864356,1,1,0.0,1000
27,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.83999999999983,201.83999999999983,992,992,0.26607151737151735,0.26607151737151735,1,1,0.0,1000
28,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84600000000003,201.84600000000003,994,994,0.2772991702741702,0.2772991702741702,1,1,0.0,1000
29,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.85400000000047,201.85400000000047,996,996,0.2706242784992785,0.2706242784992785,1,1,0.0,1000
30,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8400000000001,201.8400000000001,994,994,0.2709573593073593,0.2709573593073593,1,1,0.0,1000
31,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.83999999999986,201.83999999999986,993,993,0.2722289682539682,0.2722289682539682,1,1,0.0,1000
32,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84199999999976,201.84199999999976,995,995,0.2742042735042735,0.2742042735042735,1,1,0.0,1000
33,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84800000000013,201.84800000000013,997,997,0.2711541486291486,0.2711541486291486,1,1,0.0,1000
34,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8439999999998,201.8439999999998,997,997,0.27387160894660895,0.27387160894660895,1,1,0.0,1000
35,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8480000000002,201.8480000000002,994,994,0.27166334776334783,0.27166334776334783,1,1,0.0,1000
36,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8380000000001,201.8380000000001,990,990,0.2683946608946609,0.2683946608946609,1,1,0.0,1000
37,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84199999999993,201.84199999999993,990,990,0.2699833694083694,0.2699833694083694,1,1,0.0,1000
38,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84199999999998,201.84199999999998,993,993,0.2740072871572871,0.2740072871572871,1,1,0.0,1000
39,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84400000000008,201.84400000000008,995,995,0.2720696248196248,0.2720696248196248,1,1,0.0,1000
40,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84399999999988,201.84399999999988,996,996,0.2728633838383838,0.2728633838383838,1,1,0.0,1000
41,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8400000000001,201.8400000000001,995,995,0.2699308441558442,0.2699308441558442,1,1,0.0,1000
42,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84000000000023,201.84000000000023,993,993,0.271188961038961,0.271188961038961,1,1,0.0,1000
43,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.83999999999975,201.83999999999975,992,992,0.2695244588744589,0.2695244588744589,1,1,0.0,1000
44,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.83400000000015,201.83400000000015,989,989,0.26939337884337883,0.26939337884337883,1,1,0.0,1000
45,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.83600000000013,201.83600000000013,990,990,0.27171875624375624,0.27171875624375624,1,1,0.0,1000
46,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.852,201.852,996,996,0.27254617604617604,0.27254617604617604,1,1,0.0,1000
47,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.85400000000027,201.85400000000027,997,997,0.274921250971251,0.274921250971251,1,1,0.0,1000
48,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.85600000000048,201.85600000000048,996,996,0.2745278138528139,0.2745278138528139,1,1,0.0,1000
49,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8460000000004,201.8460000000004,997,997,0.271685101010101,0.271685101010101,1,1,0.0,1000
50,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84400000000028,201.84400000000028,996,996,0.27300532106782105,0.27300532106782105,1,1,0.0,1000
51,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84399999999994,201.84399999999994,994,994,0.26987556022408965,0.26987556022408965,1,1,0.0,1000
52,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8400000000001,201.8400000000001,993,993,0.2716659090909091,0.2716659090909091,1,1,0.0,1000
53,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8480000000001,201.8480000000001,995,995,0.273097113997114,0.273097113997114,1,1,0.0,1000
54,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84800000000067,201.84800000000067,995,995,0.2691768398268399,0.2691768398268399,1,1,0.0,1000
55,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.85000000000096,201.85000000000096,995,995,0.2752868326118326,0.2752868326118326,1,1,0.0,1000
56,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.85000000000014,201.85000000000014,996,996,0.2736545815295815,0.2736545815295815,1,1,0.0,1000
57,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.85200000000017,201.85200000000017,997,997,0.27296663059163057,0.27296663059163057,1,1,0.0,1000
58,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84200000000004,201.84200000000004,996,996,0.2718452075702075,0.2718452075702075,1,1,0.0,1000
59,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84199999999984,201.84199999999984,994,994,0.2719059523809524,0.2719059523809524,1,1,0.0,1000
60,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8459999999999,201.8459999999999,997,997,0.27431666666666665,0.27431666666666665,1,1,0.0,1000
61,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.8500000000003,201.8500000000003,998,998,0.27129253246753243,0.27129253246753243,1,1,0.0,1000
62,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84800000000007,201.84800000000007,998,998,0.27403012265512267,0.27403012265512267,1,1,0.0,1000
63,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84599999999995,201.84599999999995,995,995,0.271515873015873,0.271515873015873,1,1,0.0,1000
64,0.2550423440892292,0.2550423440892292,1.8099099099099099,1.8099099099099099,201.84000000000003,201.84000000000003,992,992,0.2714661255411255,0.2714661255411255,1,1,0.0,1000
