,Clustering Coefficient,Alive Clustering Coefficient,Average Path Length,Alive Average Path Length,Degree,Alive Degree,Unprocessed Messages,Alive Unprocessed Messages,Average Message Latency,Alive Average Message Latency,Partitions,Alive Partitions,Pollution,Alive Agents
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1000
1,0.0,0.0,1.998,1.998,2.0080000000000027,2.0080000000000027,1000,1000,0.0,0.0,0,0,0.0,1000
2,2.4071492332226715e-05,2.4071492332226715e-05,1.997991991991992,1.997991991991992,2.107999999999997,2.107999999999997,2000,2000,0.0,0.0,0,0,0.0,1000
3,0.020757752025291967,0.020757752025291967,1.986042042042042,1.986042042042042,14.065999999999994,14.065999999999994,2000,2000,0.0,0.0,1,1,0.0,1000
4,0.020757752025291967,0.020757752025291967,1.986042042042042,1.986042042042042,14.082000000000004,14.082000000000004,2000,2000,0.0005,0.0005,1,1,0.0,1000
5,0.029205589327524324,0.029205589327524324,1.9821581581581582,1.9821581581581582,17.98999999999998,17.98999999999998,2000,2000,0.0,0.0,1,1,0.0,1000
6,0.03570345912752173,0.03570345912752173,1.9801621621621621,1.9801621621621621,20.038000000000018,20.038000000000018,2001,2001,0.001,0.001,1,1,0.0,1000
7,0.04123014842385772,0.04123014842385772,1.9782102102102102,1.9782102102102102,21.97999999999998,21.97999999999998,2001,2001,0.0005,0.0005,1,1,0.0,1000
8,0.05305978970655051,0.05305978970655051,1.974838838838839,1.974838838838839,25.39000000000002,25.39000000000002,2001,2001,0.001,0.001,1,1,0.0,1000
9,0.059501604918727656,0.059501604918727656,1.9729509509509509,1.9729509509509509,27.304000000000013,27.304000000000013,2002,2002,0.0015,0.0015,1,1,0.0,1000
10,0.06973565801567862,0.06973565801567862,1.9702502502502504,1.9702502502502504,30.030000000000026,30.030000000000026,2002,2002,0.0013333333333333333,0.0013333333333333333,1,1,0.0,1000
11,0.07741064034073245,0.07741064034073245,1.9682102102102101,1.9682102102102101,32.11600000000008,32.11600000000008,2003,2003,0.0018333333333333333,0.0018333333333333333,1,1,0.0,1000
12,0.08605266401403319,0.08605266401403319,1.966036036036036,1.966036036036036,34.31199999999997,34.31199999999997,2004,2004,0.00225,0.00225,1,1,0.0,1000
13,0.0943341718388164,0.0943341718388164,1.963943943943944,1.963943943943944,36.44399999999993,36.44399999999993,2005,2005,0.0021666666666666666,0.0021666666666666666,1,1,0.0,1000
14,0.1024012002849416,0.1024012002849416,1.961943943943944,1.961943943943944,38.478,38.478,2006,2006,0.0031666666666666666,0.0031666666666666666,1,1,0.0,1000
15,0.11061678523293639,0.11061678523293639,1.959931931931932,1.959931931931932,40.50600000000002,40.50600000000002,2005,2005,0.0023,0.0023,1,1,0.0,1000
16,0.12221723342342927,0.12221723342342927,1.9569389389389389,1.9569389389389389,43.53800000000002,43.53800000000002,2005,2005,0.0031666666666666666,0.0031666666666666666,1,1,0.0,1000
17,0.1301972239118881,0.1301972239118881,1.954926926926927,1.954926926926927,45.56600000000001,45.56600000000001,2009,2009,0.0054444444444444445,0.0054444444444444445,1,1,0.0,1000
18,0.13922662081562473,0.13922662081562473,1.9526946946946946,1.9526946946946946,47.82400000000003,47.82400000000003,2013,2013,0.005055555555555555,0.005055555555555555,1,1,0.0,1000
19,0.1498407794885366,0.1498407794885366,1.9501201201201201,1.9501201201201201,50.42000000000003,50.42000000000003,2014,2014,0.005045454545454545,0.005045454545454545,1,1,0.0,1000
20,0.15809191831968192,0.15809191831968192,1.948056056056056,1.948056056056056,52.521999999999956,52.521999999999956,2015,2015,0.006205128205128205,0.006205128205128205,1,1,0.0,1000
21,0.16544837782464145,0.16544837782464145,1.9453713713713714,1.9453713713713714,55.26200000000004,55.26200000000004,2018,2018,0.006833333333333333,0.006833333333333333,1,1,0.0,1000
22,0.17199692795096497,0.17199692795096497,1.9435635635635635,1.9435635635635635,57.11799999999997,57.11799999999997,2021,2021,0.007166666666666666,0.007166666666666666,1,1,0.0,1000
23,0.17889412660740012,0.17889412660740012,1.9417157157157157,1.9417157157157157,58.992,58.992,2022,2022,0.006666666666666666,0.006666666666666666,1,1,0.0,1000
24,0.18609303086069723,0.18609303086069723,1.9395255255255255,1.9395255255255255,61.220000000000006,61.220000000000006,2022,2022,0.006666666666666666,0.006666666666666666,1,1,0.0,1000
25,0.193288674895828,0.193288674895828,1.9376476476476476,1.9376476476476476,63.11399999999999,63.11399999999999,2023,2023,0.007666666666666666,0.007666666666666666,1,1,0.0,1000
26,0.20088650092868734,0.20088650092868734,1.9353953953953953,1.9353953953953953,65.39999999999992,65.39999999999992,2024,2024,0.0071403508771929825,0.0071403508771929825,1,1,0.0,1000
27,0.20649160287276513,0.20649160287276513,1.9336956956956957,1.9336956956956957,67.11199999999998,67.11199999999998,2025,2025,0.008166666666666666,0.008166666666666666,1,1,0.0,1000
28,0.21302787244243454,0.21302787244243454,1.9317657657657659,1.9317657657657659,69.08600000000006,69.08600000000006,2026,2026,0.007692982456140351,0.007692982456140351,1,1,0.0,1000
29,0.21953102605035782,0.21953102605035782,1.929987987987988,1.929987987987988,70.88400000000011,70.88400000000011,2026,2026,0.007833333333333333,0.007833333333333333,1,1,0.0,1000
30,0.22490401406718208,0.22490401406718208,1.9283863863863864,1.9283863863863864,72.50399999999998,72.50399999999998,2027,2027,0.009476190476190477,0.009476190476190477,1,1,0.0,1000
31,0.23021358702024242,0.23021358702024242,1.9265125125125124,1.9265125125125124,74.43199999999995,74.43199999999995,2029,2029,0.01,0.01,1,1,0.0,1000
